ID_CLB;INTITULE_COMPLET;VALEUR;ETAT;STATUT_RECRUTEMENT;DATE_DEBUT_INCLUSION;DATE_FIN_INCLUSION;DATE_DEBUT_ETUDE;DATE_FIN_ETUDE;ROLE_CLB;DETAIL_ROLE_CLB
ET20000271;BP42772 TALIOS : Etude de phase II à 3 bras, randomisée, en aveugle, contrôlée versus comparateur actif, évaluant le RO7121661 (anticorps bispécifique PD1-TIM3), et le RO7247669 (anticorps bispécifique PD1-LAG3) en comparaison avec le nivolumab chez des âtients présentant un carcinome épidermoïde de l'oesophage de stade avancé ou métastatique;NCT04785820;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000272;"KRT-232-117:: Étude de phase Ib/II multicentrique, en ouvert, visant à évaluer la sécurité et l’efficacité du KRT-232 en association avec un inhibiteur de la tyrosine kinase (ITK) chez des patients atteints de leucémie myéloïde chronique (LMC) à chromosome Philadelphie positive (Ph+) en rechute ou réfractaire   ";NCT04835584;600;Terminée;NULL;NULL;NULL;NULL;O;
ET20000273;78278343PCR1001: Etude de phase I du JNJ-78278343, un agent de redirection des lymphocytes T ciblant la Kallicréine 2 humaine (KLK2), chez des patients atteints d’un cancer de la prostate de stade avancé;NCT04898634;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000274;"GEN3013 GCT3013-05: Essai de phase 3 randomisé, en ouvert, comparant l’epcoritamab à la chimiothérapie choisie par l’investigateur dans le lymphome diffus à grandes cellules B en rechute/réfractaire ";NCT04628494;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000275;67652000PCR3002 AMPLITUDE: essai de phase 3 chez des patients présentant un cancer de la prostate métastatique sensible à la castration. rôle du niraparib et de l'acétate d'abiratérone + prednisone (AA-P) en comparaison de l'acétate d'abiratérone et prednisone chez des patients présentant un cancer de la prostate métastatique sensible à la castration (mCPSC) recevant une thérapie de privation des androgènes (ADT) et ayant des défauts de gènes de réparation de l'ADN (DRD);NCT04497844;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000279;"D910PC00001 VOLGA: Étude de phase III, randomisée, multicentrique, en ouvert, visant à déterminer l’efficacité et la sécurité d’emploi du durvalumab en association au trémélimumab et à l’enfortumab védotin ou du durvalumab en association à l’enfortumab védotin dans le cadre d’un traitement périopératoire de la cystectomie radicale chez les patients inéligibles au cisplatine dans le cancer de la vessie infiltrant le muscle ";NCT04960709;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000282;WO42178 BOUQUET /ENGOT-ov-gyn2 : A PHASE II, OPEN-LABEL, MULTICENTER, PLATFORM STUDY EVALUATING THE EFFICACY AND SAFETY OF BIOMARKER-DRIVEN THERAPIES IN PATIENTS WITH PERSISTENT OR RECURRENT RARE EPITHELIAL OVARIAN TUMORS;NCT04931342;420;Close aux inclusions;2021-10-15 00:00:00.000;NULL;NULL;NULL;O;
ET20000283;MP0317-CP101 : Etude de phase I de première administration chez l'homme, multicentrique, menée en ouvert et à escalade de dose, visant à caractériser la sécurité et la tolérance du MP0317 chez des patients présentant des tumeurs solides de stade avancé, récidivantes ou réfractaires.;NCT05098405;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000286;GO42286: A PHASE I/II, OPEN-LABEL, MULTICENTER STUDY EVALUATING THE SAFETY, PHARMACOKINETICS, AND EFFICACY OF ALECTINIB IN PEDIATRIC PATIENTS WITH ALK FUSIONƒ{POSITIVE SOLID OR CNS TUMORS FOR WHOM PRIOR TREATMENT HAS PROVEN TO BE INEFFECTIVE OR FOR WHOM THERE IS NO SATISFACTORY TREATMENT AVAILABLE;NCT04774718;400;Ouverte aux inclusions;2021-12-20 00:00:00.000;NULL;2021-11-26 00:00:00.000;NULL;O;
ET20000288;D-FR-01087-002: Étude en ouvert de phase I visant à évaluer la sécurité d'emploi, la tolérance, la biodistribution, la dosimétrie et les caractéristiques des examens d´imagerie par TEMP/TDM de l’111In-IPN01087 administré par voie intraveineuse à des patients atteints d´un adénocarcinome canalaire pancréatique ou d´un cancer colorectal localement avancé ou métastatique;NCT04632199;600;Terminée;NULL;NULL;NULL;NULL;O;
ET20000291;AVAJAK: Apixaban/rivaroxaban versus Aspirine en prévention primaire des complications thromboemboliques des néoplasies myéloprolifératives mutées pour JAK2V617F;NCT05198960;010;En préparation;NULL;NULL;NULL;NULL;O;
ET20000292;LAMSA 2020:Etude de phase II randomisée évaluant l’efficacité de l’association Venetoclax + Cytarabine versus Idarubicine + Cytarabine en traitement de post-rémission chez des patients âgés en première rémission de Leucémie Aigue Myéloblastique;NCT04968015;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000295;"ADP-0055-002 SURPASS2: Étude de phase II en ouvert évaluant ADP-A2M4CD8 chez des patients atteints de cancers avancés de l’œsophage ou de la jonction œsogastrique ";NCT04752358;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET20000297;AMPHISARC: Etude multicentrique de Phase I/II évaluant l’impact clinique de la combinaison HDM201 et Pazopanib chez des patients présentant un sarcome des tissus mous (p53 sauvage) de stade avancé ou métastatique.;NCT05180695;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000298;"D8534C00001 – SERENA-6: Etude de phase III, randomisée, en double aveugle, évaluant le passage à l'AZD9833 (SERD oral de nouvelle génération) associé à un inhibiteur de CDK4/6 (Palbociclib ou Abemaciclib), comparé avec la poursuite d'un traitement par inhibiteur d'aromatase (Letrozole ou Anastrozole) associé à un inhibiteur CDK4/6, chez des patients atteints d'un cancer du sein métastatique RH+/HER2- présentant une mutation d’ESR1 détectable, sans progression de la maladie, durant un traitement de première ligne par un inhibiteur d'aromatase associé à un inhibiteur CDK4/6. Il s’agit d’une étude de changement précoce guidée par l'analyse de l’ADN tumoral circulant. ";NCT04964934;420;Close aux inclusions;2022-03-22 00:00:00.000;NULL;2021-06-10 00:00:00.000;2022-11-25 00:00:00.000;O;
ET20000303;MCLA-128-CL01: Étude clinique de phase I/II portant sur le MCLA-128, anticorps bispécifique IgG1 complet ciblant les récepteurs HER2 et HER3, chez les patients atteints de tumeurs solides;NCT02912949;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000311;InTTercePT: Traitement pas Tucatinib associé au Pertuzumab et Trastuzumab chez des patients atteints d'un cancer du sein métastatique HER2-positif après traitement local de la progression cérébrale isolée;NCT05041842;400;Ouverte aux inclusions;2022-01-05 00:00:00.000;NULL;NULL;NULL;O;
ET20000319;"ExPEDAJAC: Besoins en soins de support des anciens patients pédiatriques, adolescents et jeunes adultes traités pour un cancer, et de leurs parents : Evaluation lors du suivi à long terme ";NCT04711733;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000320;ZWI-ZW25-301 HERIZON-GEA-01: Etude de phase III multicentrique, randomisée sur le zanidatamab en association avec une chimiothérapie avec ou sans tislelizumab chez  des patients atteints d'adénocarcinome gastro-oesophagien (GEA) localement avancé ou métastatique non résécable (HER2-POSITIF);NCT05152147;400;Ouverte aux inclusions;2022-10-07 00:00:00.000;NULL;2022-09-28 00:00:00.000;NULL;O;
ET20000321;"MRT516-005 SAPHIRE: Etude randomisée de phase III portant sur le sitravatinib en association avec le nivolumab contre le docetaxel chez  les patients atteints de cancer du poumon non à petites cellules non épidermoïde de stade avancé avec progression de la maladie pendant ou après le traitement par chimiothérapie à base de platine et par inhibiteurs de points de contrôle ";3906071;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000322;DESTINY- LUNG04  D967SC00001:  Etude de phase III, en ouvert, randomisée, multicentrique, évaluant l'efficacité et la sécurité d'emploi du trastuzumab déruxtécan en traitement de première ligne chez des patients atteints d'un cancer bronchique non à petites cellules (CBNPC) non résécable, localement avancé ou métastatique, porteur de mutations dans l'exon 19 ou 20 du gène HER2;NCT05048797;400;Ouverte aux inclusions;2022-08-10 00:00:00.000;NULL;2022-08-09 00:00:00.000;NULL;O;
ET20000325;RLY-4008-101 :Étude de première administration à l’homme d’un inhibiteur hautement sélectif du FGFR2, RLY-4008, chez des patients atteints de Cholangiocarcinome Intrahépatique (CCI) et d’autres tumeurs solides avancées.;NCT04526106;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET20000326;"PBI-200-101 (MZA56092):  Étude de phase 1/2 portant sur le PBI-200 chez des patients atteints de tumeurs solides avancées ou métastatiques avec fusion du gène NTRK ";"NCT04901806 ";010;En préparation;NULL;NULL;NULL;NULL;O;
ET20000328;OASIS II : Etude randomisée de phase II évaluant l’association Ibrutinib/anti-CD20 et Ibrutinib/ anti-CD20/Vénétoclax chez des patients atteints d’un lymphome à cellules du manteau non traités antérieurement;NCT04802590;400;Ouverte aux inclusions;2022-01-28 00:00:00.000;NULL;2022-01-13 00:00:00.000;NULL;O;
ET20000329;PXL 253665 ENGOT-ov60 / GOG-3052 VS-6766-201 : Étude de phase 2 visant à évaluer le VS-6766 (double inhibiteur de RAF/MEK) seul et en association avec le défactinib (inhibiteur de FAK) dans le cancer séreux de bas grade de l'ovaire (CSBGO) récidivant (étude RAMP 201);NCT04625270;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000001;ICARUS-BREAST01:Etude de phase II, ouverte, visant à évaluer l’efficacité de l’U3-1402, un anticorps conjugué anti-HER3, chez les patients atteints d’un cancer du sein avancé avec analyses des biomarqueurs associés à la réponse au traitement;NCT04965766;410;Suspendue aux inclusions;2021-09-17 00:00:00.000;NULL;2021-05-03 00:00:00.000;2026-06-30 00:00:00.000;O;
ET21000002;MK 7684A-005 : Etude Basket, multicentrique, en ouvert, de phase 2, permettant d’évaluer le MK-7684A, coformulation Vibostolimab + Pembrolizumab, en monothérapie ou en association chez des patients atteints de tumeurs solides déterminées.;NCT05007106;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000003;"Midas IFM 2020-02 : phase III_ Stratégie de traitement adaptée en fonction de la maladie résiduelle : traitement de patients de moins de 66 ans, atteints de myélome multiple, nouvellement diagnostiqués et éligibles à une autogreffe ";NCT04934475;400;Ouverte aux inclusions;2022-09-21 00:00:00.000;NULL;NULL;NULL;O;
ET21000009;B9991045 AVENANCE: Étude non interventionnelle destinée à fournir des données en vie réelle sur l’utilisation de l’avélumab dans le traitement d’entretien des patients atteints d’un carcinome urothélial avancé ou métastatique;NCT04822350;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000012;POP-Durva: Durvalumab préopératoire de courte durée chez les patients ayant un cancer du sein triple négatif précoce de petite taille;NCT05215106;010;En préparation;NULL;NULL;NULL;NULL;O;
ET21000013;INTERACT-ION: phase II évaluant l’association du DCF modifié + Ezabenlimab (anti-PD-1) suivie par de la radiothérapie hypo fractionnées dans le traitement des cancers du canal anal de stade III;NCT04719988;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000015;EVAADE : Étude de faisabilité évaluant les Vélos connectés comme moyen d’Activité physique ADaptée chez les Enfants, adolescents et jeunes adultes nécessitant une allogreffe de cellules souches hématopoïétiques;NCT05298930;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000019;"ACT16903 Pegathor Tête et Cou 204: Etude de phase II non randomisée, en ouvert, à cohortes multiples, multicentrique, évaluant le bénéfice clinique du SAR444245 (THOR-707) associé à d'autres traitements anticancéreux pour le traitement de patients atteints d'un carcinome épidermoïde de la tête et du cou ";NCT05061420;600;Terminée;NULL;NULL;NULL;NULL;O;
ET21000023;"PAXIPEM: Etude de phase II, multicentrique évaluant l’axitinib +/- le pembrolizumab en première ligne de traitement chez des patients ayant un carcinome rénal papillaire localement avancé ou métastatique ";NCT05096390;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000024;TEMOKIDS ORP-TMZ-1-b : étude de pharmacocinétique de population, d’acceptabilité et de sécurité d’emploi de Kimozo, suspension buvable pédiatrique de témozolomide;NCT04610736;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000027;NANORAD 2: Traitement de métastases cérébrales multiples par Radiothérapie et nanoparticule de gadolinium, AGuiX® : étude prospective randomisée de phase II.;NCT03818386;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000028;CAAA601A32201 NETTER-P: Étude multicentrique menée en ouvert visant à évaluer la sécurité d’emploi et la dosimétrie du Lutathera chez des patients adolescents atteints de tumeurs neuroendocrines gastro-entero-pancréatiques (TNE-GEP), de phéochromocytome et de paragangliomes exprimant les récepteurs de la somatostatine.;NCT04711135;420;Close aux inclusions;NULL;NULL;2021-04-06 00:00:00.000;NULL;O;
ET21000033;"DREAMM 5 (Etude 208887) : Étude « plateforme » de phase I / II, randomisée, en ouvert utilisant un « master protocol » pour évaluer le belantamab mafodotin (GSK2857916) en monothérapie et en association avec des traitements anti-cancéreux chez des patients avec un myélome multiple en rechute / réfractaire ";NCT04126200;600;Terminée;NULL;NULL;NULL;NULL;O;
ET21000039;FLAMVAL : Etude de validation de l’impact sur la survie du profil de cinétique de la concentration du FLT3 ligand soluble plasmatique pendant le traitement d’induction de patients ayant une leucémie aigue myéloblastique;NCT04641910;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000040;"FILOCLL14 - STAIR: Arrêt et reprise de l’Acalabrutinib chez les patients fragiles présentant une leucémie lymphoîde chronique non précédemment traitée ";NCT04963946;420;Close aux inclusions;2022-02-22 00:00:00.000;NULL;2022-02-22 00:00:00.000;NULL;O;
ET21000045;ANRS0001S CoV-POPART : Cohorte Vaccinale Covid-19 des populations particulières;NCT04824651;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000046;7020599 SHR3162-III-305 : Étude de phase III multicentrique, randomisée, en double aveugle, contrôlée par placebo, évaluant le fuzuloparib en association avec l’acétate d’abiratérone et la prednisone (AA-P) par rapport à un placebo en association avec l’AA-P comme traitement de première intention chez des patients atteints d’un cancer métastatique de la prostate résistant à la castration;03706365;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET21000048;HYDRAMUC: Etude de l’intérêt de MUCOGYNE® ovule dans l’amélioration de la sécheresse vulvo-vaginale chez les femmes traitées par curiethérapie et/ou Radiothérapie pour un cancer de l’endomètre ou du col de l’utérus;NCT04664985;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET21000049;ZN-c3-003: Étude de phase I/II d’escalade et d’expansion de dose portant sur le ZN-c3 en association avec la gemcitabine chez des patients adultes et pédiatriques atteints d’ostéosarcome récidivant ou réfractaire;NCT04833582;420;Close aux inclusions;2022-10-18 00:00:00.000;NULL;2022-10-07 00:00:00.000;NULL;O;
